productid	date	discountprice
380	2006-01-21	95.33
381	2001-08-05	25.91
381	2001-09-17	29.97
381	2002-06-26	20.89
381	2011-06-22	38.66
382	2000-03-12	74.40
382	2003-07-09	74.40
382	2008-07-02	71.76
383	2003-03-12	164.93
384	2007-03-05	151.23
384	2010-07-12	161.19
385	2010-01-16	298.49
385	2011-01-02	298.49
386	2000-08-02	329.64
386	2003-06-23	293.23
387	2002-11-05	165.16
387	2011-09-27	180.01
388	2006-09-12	249.83
389	2000-02-09	106.96
389	2002-05-06	148.15
389	2003-03-08	101.07
389	2009-10-25	74.19
389	2010-07-08	81.03
390	2002-02-06	79.60
390	2003-07-01	53.95
390	2007-12-27	68.84
391	2002-07-27	217.55
391	2002-12-20	217.55
391	2009-11-03	217.55
392	2002-02-03	199.35
392	2003-04-29	312.53
392	2003-06-23	226.79
393	2002-02-01	413.12
393	2008-11-17	413.12
393	2011-06-23	413.12
394	2001-02-15	420.16
394	2010-08-12	453.25
395	2000-12-15	67.97
395	2001-05-17	60.84
395	2004-11-26	52.44
395	2008-10-13	71.70
395	2009-03-09	73.63
396	2007-03-07	267.77
396	2009-06-05	266.14
396	2010-12-20	267.77
397	2002-05-25	256.53
398	2000-05-27	257.45
399	2000-02-07	99.78
399	2000-02-13	127.95
399	2008-12-08	153.01
400	2001-07-26	68.83
400	2003-08-15	124.00
400	2010-02-11	204.54
401	2003-01-30	392.02
402	2003-09-11	97.57
402	2009-05-29	73.70
403	2004-06-05	69.26
404	2002-03-18	68.18
404	2002-12-12	68.18
404	2006-12-09	68.18
404	2007-05-30	68.18
405	2002-02-05	106.10
405	2003-10-05	145.70
405	2005-06-15	104.54
406	2001-12-13	119.64
406	2010-11-22	182.41
406	2011-04-21	124.47
407	2003-11-01	146.29
407	2006-05-09	137.23
407	2007-01-19	149.65
407	2010-01-27	128.71
407	2011-07-23	152.12
408	2005-07-29	198.74
408	2007-06-21	204.36
408	2010-12-09	263.49
409	2000-03-23	178.52
409	2001-03-03	206.79
410	2000-09-23	289.74
410	2002-11-14	289.74
410	2010-02-25	254.58
410	2012-03-04	258.10
411	2001-01-19	374.90
412	2000-07-10	13.58
412	2000-07-11	21.46
412	2001-10-27	13.43
413	2001-03-31	409.82
413	2001-08-28	413.61
413	2002-08-16	476.16
413	2004-04-06	446.54
414	2000-08-15	163.77
414	2007-01-05	217.41
414	2007-09-22	224.31
414	2011-10-08	234.41
415	2000-04-30	275.48
415	2004-03-05	254.08
415	2009-07-20	370.72
415	2010-01-02	352.44
416	2001-11-13	180.60
416	2003-02-09	191.27
416	2007-03-01	237.86
416	2008-07-10	287.82
417	2000-07-02	130.17
417	2005-09-13	112.61
418	2004-01-11	284.03
418	2010-03-25	327.32
418	2011-10-09	290.27
419	2000-02-26	227.75
419	2002-03-11	274.48
420	2002-11-24	194.48
420	2006-05-01	194.48
422	2004-12-17	324.71
422	2007-05-17	223.28
422	2009-06-07	304.61
423	2000-03-29	289.96
423	2005-07-03	278.94
423	2010-12-15	314.33
424	2000-11-01	46.56
424	2004-08-06	43.88
424	2006-12-06	57.35
424	2008-02-25	57.35
424	2010-10-04	57.35
424	2011-10-01	42.15
425	2002-05-13	91.52
425	2005-08-19	117.01
425	2009-04-20	116.65
426	2000-11-08	190.82
426	2000-12-26	180.79
426	2007-09-20	179.11
426	2008-10-18	200.84
427	2000-12-04	85.28
427	2002-06-04	92.47
427	2005-03-01	92.77
427	2007-03-02	86.70
427	2012-02-24	88.85
428	2001-08-23	56.30
428	2012-03-13	57.95
429	2000-09-08	167.86
430	2001-06-29	358.15
430	2002-09-03	305.32
430	2011-02-23	338.95
431	2001-09-01	11.27
431	2011-06-20	10.62
432	2000-02-15	295.61
432	2004-10-03	242.34
432	2008-03-08	293.68
433	2000-11-28	27.23
433	2001-06-02	33.88
434	2006-01-30	248.48
435	2000-02-06	53.95
435	2002-03-29	51.01
435	2010-01-18	49.82
435	2011-12-16	52.70
436	2000-03-27	98.96
436	2003-01-26	85.86
436	2003-11-28	73.27
436	2010-01-10	181.07
438	2001-07-23	316.60
438	2005-10-22	371.05
438	2008-10-26	277.83
438	2011-03-10	358.71
439	2000-02-19	117.64
439	2001-12-30	118.65
439	2002-12-29	118.65
439	2003-12-18	118.65
440	2002-08-09	321.64
440	2011-09-06	359.71
440	2011-12-05	278.57
441	2000-10-20	283.69
441	2004-06-29	283.69
441	2009-11-26	283.69
442	2000-07-11	23.81
442	2001-07-19	22.71
442	2002-05-10	19.33
442	2006-05-29	23.81
442	2009-12-14	23.00
443	2005-02-20	134.10
443	2008-07-11	83.46
444	2001-07-25	216.22
444	2001-08-13	312.21
444	2001-12-27	264.32
444	2007-10-13	193.28
444	2010-04-29	286.02
445	2001-09-06	264.07
445	2001-09-17	302.92
445	2002-01-24	279.35
445	2008-12-20	302.92
445	2009-08-03	302.92
446	2002-04-04	94.76
446	2003-03-10	61.76
446	2005-09-07	96.12
446	2009-09-15	66.11
446	2011-07-23	53.63
447	2004-06-09	404.07
448	2003-10-12	7.00
449	2001-08-02	317.66
449	2001-10-23	363.37
450	2002-04-25	137.80
450	2003-04-17	105.86
450	2004-03-03	135.34
450	2008-02-15	100.89
451	2000-09-29	115.84
451	2003-10-01	119.76
451	2004-09-09	119.76
452	2000-10-30	408.58
452	2001-06-05	408.58
452	2010-04-17	359.52
454	2000-01-10	62.99
454	2001-07-06	42.11
455	2000-03-26	335.14
455	2002-01-14	244.92
456	2001-09-09	22.62
456	2004-03-27	15.57
456	2006-11-04	24.42
457	2001-10-07	266.00
457	2003-06-24	259.82
458	2004-05-04	10.80
459	2003-03-07	374.41
460	2000-07-03	3.58
460	2005-02-16	4.33
461	2001-05-17	234.68
461	2009-02-24	234.63
461	2009-04-23	234.68
462	2003-01-29	17.07
462	2009-04-25	13.92
463	2000-04-10	210.26
463	2010-08-12	204.75
463	2011-11-02	169.39
464	2000-02-02	285.13
464	2002-07-13	326.70
464	2007-12-15	260.12
464	2009-02-20	262.55
465	2000-08-11	116.65
465	2001-09-06	126.06
465	2007-12-01	107.29
466	2000-06-12	7.38
466	2005-10-03	8.12
466	2008-01-01	11.08
467	2002-02-07	323.05
467	2003-07-31	315.95
468	2001-07-14	52.29
468	2005-03-09	58.25
468	2010-10-29	37.05
470	2001-09-24	82.38
470	2002-08-11	90.85
470	2006-10-31	93.51
470	2011-09-22	81.42
471	2003-07-31	85.58
471	2005-09-12	135.04
471	2007-07-09	204.62
472	2000-05-07	255.79
472	2000-08-13	272.94
472	2007-07-19	272.94
473	2003-03-17	120.93
473	2011-11-10	129.83
473	2012-06-27	170.29
474	2000-03-24	257.20
474	2009-01-14	253.40
474	2012-03-12	398.74
475	2001-12-12	165.84
475	2003-02-07	149.53
476	2004-05-13	193.77
476	2006-09-01	92.39
476	2012-01-13	109.60
477	2001-08-14	163.20
477	2011-12-22	118.41
478	2008-06-22	399.14
478	2009-09-02	373.20
479	2001-11-07	206.22
479	2002-05-30	166.01
479	2008-08-13	149.27
480	2001-08-15	4.91
481	2001-09-11	210.43
481	2004-07-11	275.74
482	2002-05-04	51.36
482	2006-02-01	35.07
482	2006-07-27	50.27
482	2008-05-19	31.62
483	2001-03-11	109.25
483	2003-09-20	97.86
483	2007-12-29	113.27
483	2009-09-28	128.80
484	2002-09-15	27.06
484	2010-08-16	28.38
485	2003-04-16	81.09
485	2004-04-18	87.77
485	2004-10-25	140.73
486	2005-02-08	68.75
486	2009-12-09	84.97
487	2001-05-01	451.91
487	2004-11-05	426.52
488	2009-10-30	301.39
489	2003-07-14	286.05
489	2010-03-10	289.63
490	2002-06-08	181.09
491	2000-04-17	38.20
491	2002-02-19	39.24
491	2004-02-11	37.41
491	2004-11-09	25.12
492	2001-08-22	321.50
492	2003-10-03	300.10
493	2002-11-20	335.05
493	2004-11-02	366.41
494	2002-06-01	84.55
494	2004-11-22	77.79
495	2004-02-05	187.36
495	2005-07-31	212.56
495	2006-01-13	233.33
495	2009-04-22	233.33
496	2004-02-26	98.38
496	2008-12-06	74.46
497	2001-08-04	111.42
497	2001-10-22	120.24
497	2008-08-06	101.23
498	2001-08-06	102.54
498	2002-02-26	112.06
498	2003-12-21	150.37
498	2006-09-26	203.37
498	2008-09-29	133.40
499	2003-08-26	147.02
499	2007-09-20	134.24
500	2001-01-04	181.52
500	2005-07-08	235.63
501	2000-07-14	193.34
501	2007-08-27	173.16
502	2002-08-18	79.27
502	2003-04-21	62.05
502	2004-06-26	120.81
502	2006-12-07	150.96
502	2010-04-29	125.46
503	2003-02-28	303.80
503	2005-07-13	347.89
504	2000-01-06	350.19
504	2001-02-01	350.19
504	2002-11-10	350.19
504	2010-12-27	350.19
505	2001-10-17	103.25
505	2010-08-06	134.53
506	2005-02-10	341.82
506	2009-09-14	341.82
507	2001-06-27	182.72
508	2000-12-17	376.17
508	2001-07-17	252.41
508	2001-08-21	238.07
508	2007-06-13	376.81
509	2001-02-07	143.73
509	2006-02-16	162.36
510	2003-08-28	6.82
510	2008-06-03	6.88
511	2002-05-23	326.05
511	2005-01-12	320.97
511	2006-11-07	326.05
512	2006-10-24	286.76
512	2007-01-15	231.78
513	2007-12-12	200.82
514	2002-09-02	356.54
514	2005-11-15	363.60
514	2008-11-11	331.34
514	2010-01-26	364.31
515	2002-07-22	215.34
515	2006-11-28	221.06
515	2010-04-13	221.06
516	2004-08-20	137.33
517	2003-06-26	416.71
517	2004-07-17	409.43
517	2004-10-08	416.71
517	2009-12-31	416.71
518	2001-11-14	134.20
518	2002-09-14	93.40
518	2003-08-20	69.47
518	2010-01-03	72.23
519	2001-04-08	26.20
519	2004-09-13	26.20
519	2004-12-31	26.20
519	2012-02-11	26.20
520	2004-10-08	182.57
520	2004-12-17	182.57
520	2007-12-12	172.45
520	2009-09-01	147.34
521	2002-01-10	52.01
521	2003-03-14	63.35
521	2008-06-17	56.99
522	2001-11-23	448.29
523	2001-07-30	110.13
523	2004-12-07	113.67
523	2005-02-25	134.16
524	2003-01-14	329.62
524	2005-12-28	402.79
524	2006-03-27	364.04
524	2006-08-30	308.66
525	2001-08-28	7.11
525	2002-09-04	6.99
525	2007-06-13	7.23
526	2002-03-30	387.49
526	2003-02-22	425.32
527	2000-01-08	145.03
527	2004-08-04	167.55
527	2008-01-23	170.08
527	2012-06-04	208.20
528	2001-01-22	119.11
528	2008-03-11	101.92
529	2000-02-28	177.17
529	2000-09-12	166.80
529	2008-12-03	160.43
529	2009-07-11	159.66
530	2000-01-15	75.29
530	2001-01-20	76.12
530	2009-10-22	105.94
530	2011-04-16	64.81
531	2004-07-03	58.45
531	2005-02-24	82.28
531	2010-01-17	27.72
532	2002-07-16	376.11
533	2000-07-14	155.14
533	2001-04-30	163.61
533	2001-12-19	85.55
533	2006-12-21	140.06
534	2002-03-30	447.94
534	2007-01-04	460.77
534	2007-01-14	454.88
534	2010-01-16	460.77
535	2001-07-05	177.38
535	2006-09-02	159.58
535	2007-02-16	204.21
535	2007-03-07	196.73
535	2009-08-23	214.78
536	2000-06-02	431.69
536	2000-10-01	331.23
536	2000-10-16	383.70
536	2001-07-16	462.15
536	2010-06-06	373.45
537	2000-06-18	107.24
537	2000-10-10	155.16
537	2003-01-24	147.96
537	2003-07-29	112.94
537	2005-01-21	104.18
538	2000-04-21	63.34
538	2001-09-27	120.78
539	2001-04-25	99.94
539	2002-01-16	140.65
539	2006-02-18	103.14
539	2006-04-22	107.37
540	2000-01-20	454.68
540	2001-10-18	454.68
540	2003-04-25	453.19
540	2007-07-24	454.68
541	2003-05-18	408.51
541	2004-10-06	408.51
541	2005-11-24	408.51
542	2001-04-03	333.80
542	2006-03-31	429.96
543	2004-01-12	256.67
543	2006-05-17	258.00
543	2007-02-15	296.71
543	2010-05-01	270.50
544	2000-09-04	426.37
544	2009-09-27	426.37
545	2001-11-09	208.62
545	2003-07-05	121.39
545	2003-11-30	129.05
545	2011-05-13	160.03
546	2002-07-24	160.93
546	2012-01-05	178.05
547	2001-06-01	80.47
548	2006-06-16	80.49
549	2001-11-22	123.30
549	2007-04-24	112.20
550	2000-03-31	83.88
550	2000-11-26	83.88
550	2001-03-06	83.88
550	2008-12-09	83.88
550	2011-09-12	83.88
551	2003-01-24	110.12
551	2011-07-30	176.15
551	2012-01-25	148.41
553	2002-11-07	251.78
553	2004-05-21	263.08
553	2004-12-04	301.50
553	2006-04-21	281.25
554	2000-11-23	198.21
554	2001-07-09	243.17
554	2005-07-06	200.74
555	2003-10-16	221.30
555	2005-02-16	221.30
555	2005-04-09	221.30
556	2000-12-09	216.22
556	2001-05-28	167.24
556	2006-04-30	205.75
557	2005-11-24	155.73
557	2012-06-14	157.39
558	2004-04-19	314.53
558	2011-05-26	436.35
559	2001-03-28	147.13
559	2005-12-14	136.26
560	2002-01-23	245.72
560	2006-01-06	245.72
560	2010-05-08	245.72
561	2002-09-16	26.26
561	2010-05-19	22.59
562	2000-01-13	17.14
562	2000-07-02	18.54
562	2002-02-17	11.64
562	2003-01-02	28.53
562	2004-06-19	22.52
562	2011-08-14	15.88
563	2004-05-05	96.85
563	2008-01-23	95.65
563	2012-03-30	127.55
564	2001-02-16	197.37
564	2005-04-08	135.03
565	2001-12-17	133.88
565	2009-04-15	166.60
565	2011-10-29	147.12
565	2011-11-27	167.73
566	2002-06-28	444.94
566	2003-09-09	438.03
566	2004-07-22	439.16
566	2005-01-11	444.94
566	2006-05-13	444.94
567	2000-03-16	47.45
567	2001-07-10	29.07
567	2003-03-21	42.70
567	2005-09-07	29.17
567	2010-07-27	34.61
568	2003-12-03	182.01
568	2007-11-29	197.48
568	2009-02-19	182.67
569	2000-08-05	57.00
569	2003-05-10	68.77
569	2005-09-23	60.16
569	2007-01-01	66.74
570	2005-10-31	235.59
570	2010-10-18	235.59
571	2002-04-18	119.16
571	2006-06-04	82.29
571	2006-10-26	120.68
572	2001-03-01	130.85
573	2003-03-20	260.76
573	2005-01-01	387.34
573	2008-12-22	358.74
573	2012-03-04	373.61
574	2000-07-19	37.43
574	2006-05-25	51.45
574	2007-05-06	41.47
575	2007-07-19	122.94
575	2007-11-19	196.62
575	2011-07-18	140.52
576	2001-11-03	89.15
576	2005-06-23	89.15
576	2008-04-25	89.15
577	2000-12-05	76.79
577	2002-01-22	75.14
577	2009-06-11	82.53
577	2011-08-06	80.73
578	2001-09-15	163.65
579	2000-04-12	1.92
579	2000-10-22	1.81
579	2002-04-01	1.72
579	2008-04-17	1.65
580	2002-10-12	203.89
580	2008-06-24	176.93
581	2000-12-28	109.65
581	2001-11-25	103.40
581	2004-03-14	119.08
581	2004-12-20	134.03
581	2005-04-17	79.67
581	2010-10-31	91.51
582	2001-11-15	136.46
582	2002-10-20	91.36
582	2006-10-01	110.62
582	2009-05-16	91.45
582	2010-08-30	88.29
583	2006-08-11	127.39
583	2010-12-10	71.20
583	2011-06-08	91.61
583	2012-06-22	104.34
584	2003-10-24	128.89
584	2011-03-06	113.76
584	2011-09-26	133.38
584	2012-06-07	127.70
585	2003-07-24	381.61
585	2006-09-16	381.61
585	2009-08-11	381.61
585	2011-12-17	381.61
586	2002-01-12	66.60
587	2001-12-30	38.34
588	2003-03-28	240.67
588	2007-08-04	241.18
588	2009-10-05	197.41
589	2000-09-27	206.74
590	2000-12-13	11.32
591	2003-02-16	189.34
591	2003-05-23	207.18
591	2004-07-22	131.79
591	2011-06-15	137.79
592	2002-07-14	126.71
592	2003-01-27	90.57
592	2009-07-08	161.11
593	2000-09-05	361.87
593	2006-12-12	447.74
593	2012-02-10	442.86
594	2001-05-18	60.48
594	2006-04-17	66.01
595	2000-09-13	312.54
595	2001-12-09	284.57
595	2010-07-10	245.42
596	2000-03-04	176.64
596	2001-08-17	251.87
596	2009-04-02	217.43
597	2000-03-29	64.12
597	2001-08-12	78.71
597	2002-12-27	77.07
597	2006-11-05	99.85
598	2000-01-27	129.69
598	2000-02-24	133.25
598	2000-08-23	176.91
598	2005-11-29	161.80
599	2001-04-11	106.40
599	2010-05-26	106.40
600	2003-11-26	297.05
600	2005-02-13	416.72
600	2006-01-23	301.05
601	2001-09-09	98.77
601	2005-12-16	59.92
601	2007-03-06	71.82
601	2012-02-11	75.12
601	2012-05-19	55.96
602	2003-08-13	168.05
602	2006-04-08	142.37
602	2006-10-28	225.98
603	2002-12-19	42.81
603	2003-02-24	40.25
604	2004-02-19	98.03
604	2005-08-19	72.73
604	2007-08-20	93.70
605	2000-07-29	148.38
605	2004-05-28	142.64
605	2007-09-04	148.38
605	2010-06-19	148.38
605	2011-07-11	142.89
606	2000-03-31	86.29
606	2011-12-24	103.52
607	2002-07-10	76.10
607	2006-05-16	78.90
608	2000-02-03	235.98
608	2008-01-15	235.98
609	2001-05-25	150.43
609	2004-11-24	140.72
609	2006-06-23	148.89
609	2009-07-08	145.55
610	2000-02-26	87.97
610	2000-11-16	102.56
610	2006-05-08	116.65
610	2011-10-22	98.48
611	2002-08-24	106.73
611	2002-09-18	124.50
611	2006-05-02	113.09
612	2002-02-25	88.94
612	2010-08-16	117.23
613	2003-09-21	144.56
613	2009-10-04	124.97
613	2011-11-08	229.37
614	2002-04-21	60.73
614	2002-09-29	60.73
614	2004-06-19	60.73
614	2010-07-17	60.73
615	2003-11-25	2.76
615	2010-08-13	2.76
616	2003-12-19	201.31
617	2004-10-13	161.21
617	2010-01-03	190.07
618	2001-08-31	63.96
618	2004-07-15	49.15
618	2005-10-20	48.09
618	2009-09-12	53.04
619	2007-10-08	103.97
620	2003-09-12	150.56
620	2011-06-09	138.55
621	2001-08-29	370.34
622	2001-07-24	55.83
622	2004-12-14	55.61
622	2005-05-31	66.23
622	2008-05-12	119.98
623	2002-04-15	29.34
623	2006-12-02	30.86
624	2007-08-11	73.76
624	2010-01-09	73.76
625	2004-09-08	204.64
625	2007-04-11	250.14
625	2008-12-16	248.03
626	2003-10-03	157.23
627	2000-05-11	174.72
627	2002-05-26	150.71
627	2011-02-26	149.00
628	2003-01-06	141.05
628	2004-06-04	183.95
628	2007-05-17	153.40
628	2012-04-19	209.56
629	2000-09-09	71.52
629	2007-12-27	74.52
629	2010-11-16	93.63
629	2011-07-13	122.14
629	2011-11-20	91.25
630	2003-02-02	243.82
631	2000-02-06	221.07
631	2005-05-02	224.67
632	2003-01-01	219.09
632	2010-01-04	196.31
633	2004-01-27	38.77
633	2007-07-08	53.19
633	2007-12-18	37.12
634	2000-11-27	19.16
634	2003-01-07	32.06
634	2003-04-15	33.78
634	2012-02-22	20.44
635	2001-11-30	70.35
635	2002-10-23	70.56
635	2003-01-24	65.48
635	2007-06-19	74.61
636	2002-11-08	314.37
636	2003-01-19	300.85
637	2004-03-17	85.37
638	2002-12-03	85.62
638	2002-12-21	120.93
638	2010-06-29	108.72
638	2010-08-14	91.67
639	2000-07-04	247.37
639	2002-12-23	394.05
639	2004-04-23	332.71
639	2004-09-15	251.73
639	2005-01-18	363.70
639	2009-10-30	334.33
639	2010-07-23	350.85
640	2000-03-25	176.89
640	2005-07-12	164.79
640	2008-06-16	170.51
640	2008-07-26	163.61
641	2002-01-30	360.76
641	2008-07-12	313.52
641	2008-10-17	255.01
641	2011-01-30	257.72
642	2001-06-29	299.73
642	2002-04-22	311.60
643	2000-06-03	40.90
643	2000-09-29	37.09
643	2001-09-26	54.34
644	2001-12-25	88.52
645	2000-04-13	358.28
645	2002-01-07	364.03
645	2003-10-08	364.03
646	2002-07-26	337.52
646	2004-02-25	365.00
646	2006-02-01	308.23
646	2011-02-21	336.89
647	2000-01-16	176.88
647	2003-11-28	202.25
648	2000-08-07	371.82
648	2006-12-25	361.54
648	2011-03-18	386.52
648	2012-01-28	388.00
649	2002-05-02	27.01
650	2002-02-23	471.59
650	2005-01-17	471.59
650	2006-12-29	471.59
650	2009-03-30	471.59
651	2001-12-31	29.18
651	2003-12-31	39.08
651	2005-04-28	38.71
651	2006-08-15	48.09
651	2008-09-25	34.71
651	2010-02-02	41.94
652	2002-07-04	80.28
652	2004-01-13	104.44
653	2000-06-04	225.38
653	2002-10-23	227.24
653	2006-11-28	215.38
653	2007-07-21	227.18
653	2011-10-12	168.36
654	2001-12-22	381.24
654	2002-09-21	357.45
654	2003-08-07	357.55
654	2007-05-23	295.14
654	2010-03-08	385.58
655	2002-05-08	80.12
655	2005-09-04	80.12
655	2006-08-08	80.12
656	2002-12-03	391.65
656	2003-02-17	391.65
656	2007-10-14	349.27
656	2008-12-29	391.65
656	2010-11-21	391.65
657	2000-01-26	253.72
658	2007-08-12	254.08
658	2007-11-20	222.86
658	2012-04-07	191.90
659	2007-03-13	208.17
660	2002-11-01	390.19
660	2010-09-22	450.60
661	2000-06-05	442.67
661	2009-08-21	417.87
662	2002-05-27	319.20
662	2005-12-24	319.20
662	2006-01-02	308.47
663	2002-02-16	31.06
663	2003-06-23	19.60
664	2002-08-27	159.35
664	2005-08-30	101.02
664	2007-10-08	145.51
665	2001-11-22	107.26
665	2004-12-09	121.03
665	2010-06-09	129.29
666	2000-04-07	128.70
666	2000-11-14	96.53
666	2007-07-01	51.44
666	2009-06-20	153.81
667	2004-07-31	294.02
667	2006-10-05	310.14
667	2007-02-21	309.49
668	2001-07-28	307.60
668	2002-10-04	215.83
668	2004-01-03	236.83
668	2006-04-10	207.87
668	2009-08-26	272.94
668	2009-12-21	275.89
669	2000-08-19	276.44
669	2006-04-20	325.07
669	2010-03-03	259.63
670	2000-06-12	117.73
670	2003-05-30	160.76
671	2001-07-04	300.35
671	2007-03-23	265.08
671	2011-02-12	306.85
672	2002-04-24	174.76
672	2003-06-01	174.76
672	2003-11-03	174.76
672	2004-04-09	173.14
672	2010-03-11	174.76
673	2001-07-01	96.57
673	2004-03-06	102.09
673	2007-07-12	102.09
673	2007-10-28	102.09
674	2004-01-01	181.51
674	2008-03-31	238.15
674	2010-11-25	230.63
675	2003-11-28	172.29
675	2005-05-14	105.87
675	2010-08-30	163.80
675	2011-07-11	164.58
676	2000-07-06	24.66
676	2000-10-12	18.85
677	2000-06-09	164.73
678	2005-03-23	443.88
679	2002-08-14	65.19
679	2002-10-07	68.42
679	2008-01-03	42.41
679	2011-11-30	40.60
680	2000-10-25	9.78
680	2009-02-03	10.22
680	2010-02-16	12.40
680	2011-04-01	10.87
681	2002-12-18	380.73
682	2000-10-15	285.12
682	2002-02-25	285.12
682	2002-06-17	285.12
682	2006-04-12	285.12
682	2012-05-30	285.12
683	2006-09-27	130.21
684	2000-02-20	78.37
684	2004-04-05	112.19
684	2011-05-10	70.72
685	2001-09-08	349.79
685	2009-12-08	349.79
686	2000-08-22	117.36
686	2003-06-27	158.36
686	2004-02-20	108.13
686	2012-05-12	140.36
687	2001-11-18	44.05
687	2002-03-09	43.87
687	2002-09-08	54.06
688	2006-06-06	102.14
688	2009-05-23	106.39
689	2000-04-14	430.93
689	2003-03-29	438.44
689	2005-01-08	423.67
690	2002-11-27	72.84
690	2002-12-22	87.08
691	2001-10-25	404.99
691	2003-08-30	455.49
691	2004-07-10	455.49
691	2009-09-23	455.49
692	2009-04-26	133.25
693	2002-02-12	301.41
693	2012-02-24	235.04
694	2001-03-09	15.05
694	2002-02-02	12.64
694	2007-05-19	11.48
695	2000-03-07	200.13
695	2001-04-10	201.58
695	2008-01-15	178.06
695	2011-04-19	205.60
696	2002-08-10	81.50
696	2004-04-24	73.38
696	2005-01-08	62.56
697	2001-05-14	166.75
697	2004-04-19	211.83
698	2002-04-17	263.30
698	2009-04-07	263.30
699	2004-09-28	337.21
699	2005-12-15	337.21
699	2008-01-12	337.21
700	2002-10-02	14.69
700	2003-04-13	16.20
701	2001-03-06	51.56
701	2003-09-04	46.48
701	2005-03-08	41.33
701	2006-03-18	58.42
702	2001-10-03	345.76
702	2004-11-22	383.13
703	2000-09-16	170.94
703	2000-10-09	287.24
703	2001-11-06	189.35
703	2002-09-07	223.13
703	2005-04-10	249.64
704	2001-01-18	167.98
704	2005-03-24	106.85
705	2003-06-18	68.09
705	2004-07-08	87.67
705	2005-06-25	77.49
706	2004-09-28	362.64
707	2000-04-01	16.06
707	2001-01-10	16.21
707	2002-04-02	18.11
707	2002-11-08	20.26
707	2004-02-09	18.35
707	2004-12-06	16.23
708	2001-05-12	238.26
708	2001-06-13	283.24
708	2003-11-20	180.51
709	2002-11-16	127.02
710	2001-08-07	25.64
710	2003-09-28	23.33
710	2004-12-27	20.42
710	2006-10-03	27.77
710	2009-10-18	28.42
710	2010-02-21	24.56
711	2000-03-06	83.99
711	2001-07-08	62.58
711	2009-08-07	36.10
712	2002-09-23	243.84
712	2003-01-17	229.09
712	2003-08-18	323.69
712	2012-01-02	285.74
713	2002-07-27	215.54
714	2004-09-26	187.82
714	2007-09-26	190.79
714	2009-09-02	185.74
714	2010-08-01	151.52
715	2001-01-06	38.95
715	2006-02-09	48.88
716	2000-01-04	100.04
716	2000-07-13	101.40
717	2001-07-09	49.27
717	2002-08-04	49.27
717	2005-12-06	48.97
717	2009-06-26	49.27
718	2002-01-05	306.12
718	2002-10-03	202.70
718	2008-10-26	275.20
719	2003-08-13	448.49
719	2008-02-01	448.49
719	2010-01-07	448.49
719	2012-01-12	448.49
720	2000-12-14	19.51
720	2002-04-10	22.16
720	2004-01-30	17.59
721	2003-05-20	242.04
721	2003-09-27	220.79
721	2005-01-27	272.25
721	2008-01-21	219.55
721	2010-09-18	268.87
722	2000-09-03	34.55
722	2004-08-14	36.89
722	2005-12-04	48.81
722	2011-01-24	36.74
723	2001-09-16	205.60
725	2001-08-18	122.16
725	2002-04-22	134.72
725	2009-05-23	143.03
725	2009-10-14	146.90
726	2000-05-31	62.21
726	2002-03-04	29.85
727	2002-09-25	248.80
727	2005-07-03	265.50
727	2009-08-13	206.22
728	2000-04-23	65.78
728	2004-06-21	72.10
728	2007-07-23	72.10
729	2003-08-25	91.69
729	2005-05-10	80.63
730	2000-07-11	81.50
730	2005-08-19	98.23
730	2006-10-05	99.81
730	2012-06-11	92.82
731	2002-05-16	135.57
731	2009-02-28	132.94
731	2011-11-03	152.68
732	2002-01-13	435.43
732	2002-07-09	435.43
732	2005-01-24	435.43
733	2000-03-22	45.74
733	2005-12-23	24.13
733	2008-11-24	45.04
733	2010-07-24	33.19
734	2000-11-04	65.78
735	2001-12-09	332.34
735	2005-10-28	314.40
736	2002-10-25	295.98
737	2002-11-27	246.73
738	2000-09-28	85.32
