date_ad	campaign
2009-02-02	Best art with the best attitude.
2009-03-08	Best art with the best attitude.
2009-04-07	Best art with the best attitude.
2009-04-13	Best art with the best attitude.
2009-04-20	Best art with the best attitude.
2009-05-02	Best art with the best attitude.
2009-05-05	Best art with the best attitude.
2009-05-06	Best art with the best attitude.
2009-05-25	Best art with the best attitude.
2009-05-30	Best art with the best attitude.
2009-06-04	Best art with the best attitude.
2009-06-08	Best art with the best attitude.
2009-07-03	Best art with the best attitude.
2009-07-08	Best art with the best attitude.
2009-07-19	Best art with the best attitude.
2009-08-15	Best art with the best attitude.
2009-08-22	Best art with the best attitude.
2009-09-06	Best art with the best attitude.
2009-09-10	Best art with the best attitude.
2009-09-19	Best art with the best attitude.
2009-09-21	Best art with the best attitude.
2009-10-01	Best art with the best attitude.
2009-11-02	Best art with the best attitude.
2009-11-06	Best art with the best attitude.
2009-11-13	Best art with the best attitude.
2009-11-16	Best art with the best attitude.
2009-11-19	Best art with the best attitude.
2009-11-21	Best art with the best attitude.
2009-12-07	Best art with the best attitude.
2009-12-15	Best art with the best attitude.
2009-12-19	Best art with the best attitude.
2009-12-26	Best art with the best attitude.
2010-01-03	Best art with the best attitude.
2010-01-07	Best art with the best attitude.
2010-01-12	Best art with the best attitude.
2010-01-13	Best art with the best attitude.
2010-01-18	Best art with the best attitude.
2010-02-21	Best art with the best attitude.
2010-02-26	Best art with the best attitude.
2010-03-17	Best art with the best attitude.
2010-03-28	Best art with the best attitude.
2010-04-02	Best art with the best attitude.
2010-04-06	Best art with the best attitude.
2010-04-25	Best art with the best attitude.
2010-04-30	Best art with the best attitude.
2010-05-20	Best art with the best attitude.
2010-05-23	Best art with the best attitude.
2010-06-07	Best art with the best attitude.
2010-06-27	Best art with the best attitude.
2010-07-17	Best art with the best attitude.
2010-08-01	Best art with the best attitude.
2010-08-13	Best art with the best attitude.
2010-08-24	Best art with the best attitude.
2010-09-07	Best art with the best attitude.
2010-09-15	Best art with the best attitude.
2010-09-18	Best art with the best attitude.
2010-09-19	Best art with the best attitude.
2010-09-21	Best art with the best attitude.
2010-09-25	Best art with the best attitude.
2010-09-26	Best art with the best attitude.
2010-10-08	Best art with the best attitude.
2010-10-29	Best art with the best attitude.
2010-11-16	Best art with the best attitude.
2010-11-19	Best art with the best attitude.
2010-11-23	Best art with the best attitude.
2010-11-25	Best art with the best attitude.
2010-12-03	Best art with the best attitude.
2010-12-14	Best art with the best attitude.
2010-12-22	Best art with the best attitude.
2010-12-23	Best art with the best attitude.
2010-12-27	Best art with the best attitude.
2011-01-02	Best art with the best attitude.
2011-01-10	Best art with the best attitude.
2011-01-23	Best art with the best attitude.
2011-01-26	Best art with the best attitude.
2011-01-29	Best art with the best attitude.
2011-02-09	Best art with the best attitude.
2011-02-17	Best art with the best attitude.
2011-03-02	Best art with the best attitude.
2011-03-06	Best art with the best attitude.
2011-03-14	Best art with the best attitude.
2011-03-19	Best art with the best attitude.
2011-03-20	Best art with the best attitude.
2011-03-27	Best art with the best attitude.
2011-04-02	Best art with the best attitude.
2011-04-07	Best art with the best attitude.
2011-04-12	Best art with the best attitude.
2011-04-14	Best art with the best attitude.
2011-04-25	Best art with the best attitude.
2011-04-28	Best art with the best attitude.
2011-05-15	Best art with the best attitude.
2011-05-26	Best art with the best attitude.
2011-06-05	Best art with the best attitude.
2011-06-13	Best art with the best attitude.
2011-06-18	Best art with the best attitude.
2011-06-20	Best art with the best attitude.
2011-06-25	Best art with the best attitude.
2011-07-08	Best art with the best attitude.
2011-07-20	Best art with the best attitude.
2011-07-31	Best art with the best attitude.
2011-08-03	Best art with the best attitude.
2011-08-10	Best art with the best attitude.
2011-08-19	Best art with the best attitude.
2011-09-07	Best art with the best attitude.
2011-09-11	Best art with the best attitude.
2011-09-17	Best art with the best attitude.
2011-10-13	Best art with the best attitude.
2011-10-26	Best art with the best attitude.
2011-10-28	Best art with the best attitude.
2011-11-02	Best art with the best attitude.
2011-11-18	Best art with the best attitude.
2011-11-26	Best art with the best attitude.
2011-12-16	Best art with the best attitude.
2011-12-19	Best art with the best attitude.
2012-01-02	Best art with the best attitude.
2012-01-11	Best art with the best attitude.
2012-01-17	Best art with the best attitude.
2012-02-02	Best art with the best attitude.
2012-02-10	Best art with the best attitude.
2012-03-17	Best art with the best attitude.
2012-03-23	Best art with the best attitude.
2012-04-09	Best art with the best attitude.
2012-04-10	Best art with the best attitude.
2012-04-29	Best art with the best attitude.
2012-05-11	Best art with the best attitude.
2012-05-14	Best art with the best attitude.
2012-05-17	Best art with the best attitude.
2012-05-20	Best art with the best attitude.
2012-05-29	Best art with the best attitude.
2012-06-10	Best art with the best attitude.
2012-06-12	Best art with the best attitude.
2012-06-14	Best art with the best attitude.
2012-06-21	Best art with the best attitude.
2012-06-27	Best art with the best attitude.
2000-01-04	Best quality in low prices is our mission.
2000-01-17	Best quality in low prices is our mission.
2000-01-22	Best quality in low prices is our mission.
2000-02-15	Best quality in low prices is our mission.
2000-02-17	Best quality in low prices is our mission.
2000-02-24	Best quality in low prices is our mission.
2000-03-13	Best quality in low prices is our mission.
2000-03-15	Best quality in low prices is our mission.
2000-03-17	Best quality in low prices is our mission.
2000-03-26	Best quality in low prices is our mission.
2000-04-09	Best quality in low prices is our mission.
2000-04-17	Best quality in low prices is our mission.
2000-04-20	Best quality in low prices is our mission.
2000-04-23	Best quality in low prices is our mission.
2000-05-05	Best quality in low prices is our mission.
2000-05-10	Best quality in low prices is our mission.
2000-05-11	Best quality in low prices is our mission.
2000-05-12	Best quality in low prices is our mission.
2000-05-17	Best quality in low prices is our mission.
2000-05-18	Best quality in low prices is our mission.
2000-06-06	Best quality in low prices is our mission.
2000-06-08	Best quality in low prices is our mission.
2000-06-17	Best quality in low prices is our mission.
2000-07-01	Best quality in low prices is our mission.
2000-07-09	Best quality in low prices is our mission.
2000-07-12	Best quality in low prices is our mission.
2000-07-25	Best quality in low prices is our mission.
2000-08-01	Best quality in low prices is our mission.
2000-08-02	Best quality in low prices is our mission.
2000-08-21	Best quality in low prices is our mission.
2000-09-13	Best quality in low prices is our mission.
2000-09-16	Best quality in low prices is our mission.
2000-10-03	Best quality in low prices is our mission.
2000-10-08	Best quality in low prices is our mission.
2000-10-11	Best quality in low prices is our mission.
2000-10-13	Best quality in low prices is our mission.
2000-11-15	Best quality in low prices is our mission.
2000-11-23	Best quality in low prices is our mission.
2000-12-01	Best quality in low prices is our mission.
2000-12-13	Best quality in low prices is our mission.
2000-12-15	Best quality in low prices is our mission.
2000-12-26	Best quality in low prices is our mission.
2001-01-01	Best quality in low prices is our mission.
2001-01-08	Best quality in low prices is our mission.
2001-02-21	Best quality in low prices is our mission.
2001-02-23	Best quality in low prices is our mission.
2001-02-27	Best quality in low prices is our mission.
2001-03-14	Best quality in low prices is our mission.
2001-03-27	Best quality in low prices is our mission.
2001-04-11	Best quality in low prices is our mission.
2001-04-16	Best quality in low prices is our mission.
2001-04-22	Best quality in low prices is our mission.
2001-04-25	Best quality in low prices is our mission.
2001-05-22	Best quality in low prices is our mission.
2001-05-23	Best quality in low prices is our mission.
2001-05-30	Best quality in low prices is our mission.
2001-06-10	Best quality in low prices is our mission.
2001-07-25	Best quality in low prices is our mission.
2001-07-28	Best quality in low prices is our mission.
2001-08-11	Best quality in low prices is our mission.
2001-09-15	Best quality in low prices is our mission.
2001-09-24	Best quality in low prices is our mission.
2001-09-29	Best quality in low prices is our mission.
2001-10-05	Best quality in low prices is our mission.
2001-11-06	Best quality in low prices is our mission.
2001-11-11	Best quality in low prices is our mission.
2001-11-19	Best quality in low prices is our mission.
2001-12-07	Best quality in low prices is our mission.
2001-12-21	Best quality in low prices is our mission.
2001-12-23	Best quality in low prices is our mission.
2001-12-25	Best quality in low prices is our mission.
2002-01-05	Best quality in low prices is our mission.
2002-02-05	Best quality in low prices is our mission.
2002-02-21	Best quality in low prices is our mission.
2002-03-04	Best quality in low prices is our mission.
2002-03-06	Best quality in low prices is our mission.
2002-03-08	Best quality in low prices is our mission.
2002-03-13	Best quality in low prices is our mission.
2002-03-16	Best quality in low prices is our mission.
2002-03-18	Best quality in low prices is our mission.
2002-03-20	Best quality in low prices is our mission.
2002-04-04	Best quality in low prices is our mission.
2002-04-08	Best quality in low prices is our mission.
2002-04-13	Best quality in low prices is our mission.
2002-05-07	Best quality in low prices is our mission.
2002-05-11	Best quality in low prices is our mission.
2002-06-02	Best quality in low prices is our mission.
2002-06-23	Best quality in low prices is our mission.
2002-06-26	Best quality in low prices is our mission.
2002-07-14	Best quality in low prices is our mission.
2002-07-20	Best quality in low prices is our mission.
2002-07-27	Best quality in low prices is our mission.
2002-08-14	Best quality in low prices is our mission.
2002-08-15	Best quality in low prices is our mission.
2002-08-24	Best quality in low prices is our mission.
2002-09-21	Best quality in low prices is our mission.
2002-09-23	Best quality in low prices is our mission.
2002-09-27	Best quality in low prices is our mission.
2002-10-09	Best quality in low prices is our mission.
2002-10-20	Best quality in low prices is our mission.
2002-11-08	Best quality in low prices is our mission.
2002-11-15	Best quality in low prices is our mission.
2002-11-16	Best quality in low prices is our mission.
2002-11-20	Best quality in low prices is our mission.
2002-12-04	Best quality in low prices is our mission.
2002-12-12	Best quality in low prices is our mission.
2003-01-09	Best quality in low prices is our mission.
2003-01-13	Best quality in low prices is our mission.
2003-02-02	Best quality in low prices is our mission.
2003-02-05	Best quality in low prices is our mission.
2003-02-13	Best quality in low prices is our mission.
2003-02-27	Best quality in low prices is our mission.
2003-03-16	Best quality in low prices is our mission.
2003-03-20	Best quality in low prices is our mission.
2003-03-21	Best quality in low prices is our mission.
2003-04-01	Best quality in low prices is our mission.
2003-04-07	Best quality in low prices is our mission.
2003-04-12	Best quality in low prices is our mission.
2003-04-14	Best quality in low prices is our mission.
2003-04-29	Best quality in low prices is our mission.
2003-05-02	Best quality in low prices is our mission.
2003-05-05	Best quality in low prices is our mission.
2003-05-15	Best quality in low prices is our mission.
2003-05-24	Best quality in low prices is our mission.
2003-05-26	Best quality in low prices is our mission.
2003-06-24	Best quality in low prices is our mission.
2003-07-07	Best quality in low prices is our mission.
2003-07-17	Best quality in low prices is our mission.
2003-07-21	Best quality in low prices is our mission.
2003-07-26	Best quality in low prices is our mission.
2003-07-30	Best quality in low prices is our mission.
2003-08-08	Best quality in low prices is our mission.
2003-08-09	Best quality in low prices is our mission.
2003-08-12	Best quality in low prices is our mission.
2003-08-14	Best quality in low prices is our mission.
2003-09-10	Best quality in low prices is our mission.
2003-09-19	Best quality in low prices is our mission.
2003-09-22	Best quality in low prices is our mission.
2003-09-25	Best quality in low prices is our mission.
2003-10-10	Best quality in low prices is our mission.
2003-10-20	Best quality in low prices is our mission.
2003-10-21	Best quality in low prices is our mission.
2003-11-01	Best quality in low prices is our mission.
2003-11-15	Best quality in low prices is our mission.
2003-11-20	Best quality in low prices is our mission.
2003-12-18	Best quality in low prices is our mission.
