productid	categoryname
767	Occasional furniture
768	Tables
769	Stadium seating
770	Bamboo furniture
770	Concrete furniture
770	Casegoods
771	Sets
771	Sword furniture
771	Decorative arts
772	Sword furniture
773	Wicker or rattan furniture
774	Sleeping or laying
775	Tables
775	Living room
775	Wood finishing
776	Sleeping or laying
776	Stadium seating
777	Stadium seating
778	Living room
779	Bar furniture
779	Stadium seating
779	List of chairs
780	Sets
780	Park furniture 
781	Stadium seating
781	Wood finishing
782	Metal furniture
782	Street furniture
782	Occasional furniture
783	Storage
784	Entertainment
784	Door furniture
785	Couches and Sofas
786	Bar furniture
786	Street furniture
786	Sword furniture
787	Tables
787	Occasional furniture
788	Concrete furniture
789	Wooden furniture
789	List of chairs
790	Sleeping or laying
790	Decorative arts
791	Storage
791	Bamboo furniture
791	Park furniture 
792	Street furniture
792	Decorative arts
793	Wooden furniture
793	Bedrooms
794	Glass furniture
795	Glass furniture
795	Childrens furniture
796	Concrete furniture
796	Stadium seating
796	Bedrooms
797	Outdoor Furniture
797	Bamboo furniture
797	Decorative arts
798	Concrete furniture
799	Sleeping or laying
799	Sets
799	Decorative arts
800	Outdoor Furniture
800	Sets
800	List of chairs
801	Tables
801	Sets
801	Casegoods
802	Metal furniture
803	Bamboo furniture
803	Wood finishing
804	Wicker or rattan furniture
804	Aquarium furniture
805	Storage
806	Sleeping or laying
806	Metal furniture
806	Bar furniture
807	Concrete furniture
807	Hutch
808	Casegoods
809	Storage
810	Wood finishing
811	Bamboo furniture
812	Metal furniture
812	Park furniture 
812	Street furniture
813	Bar furniture
813	Door furniture
813	List of chairs
814	Entertainment
814	List of chairs
815	Stadium seating
815	Decorative arts
815	Wood finishing
816	Outdoor Furniture
816	Concrete furniture
816	List of chairs
817	Hutch
818	Hutch
818	Street furniture
819	Wicker or rattan furniture
819	Aquarium furniture
819	Hutch
820	Hutch
820	Bedrooms
821	Sword furniture
822	Couches and Sofas
822	Sword furniture
822	Living room
823	Storage
823	Wooden furniture
823	Glass furniture
824	Concrete furniture
824	Childrens furniture
824	Park furniture 
825	Occasional furniture
826	Door furniture
826	Stadium seating
827	Metal furniture
827	Childrens furniture
828	Outdoor Furniture
828	Bar furniture
828	Occasional furniture
829	Entertainment
829	List of chairs
829	Wood finishing
830	Aquarium furniture
831	Sleeping or laying
831	Occasional furniture
832	Bamboo furniture
832	Decorative arts
832	Wood finishing
833	Living room
834	Glass furniture
834	Aquarium furniture
834	Door furniture
835	Park furniture 
835	Living room
835	Occasional furniture
836	Park furniture 
837	Occasional furniture
838	Wicker or rattan furniture
838	Hutch
839	Metal furniture
839	Occasional furniture
840	Casegoods
841	Tables
841	Aquarium furniture
842	Wooden furniture
842	Park furniture 
843	Bamboo furniture
843	Childrens furniture
843	Bedrooms
844	Sets
844	Bar furniture
845	Metal furniture
846	Storage
846	Couches and Sofas
846	Sword furniture
847	Outdoor Furniture
847	Metal furniture
847	Stadium seating
848	Park furniture 
849	Sets
849	Living room
850	Wooden furniture
850	Park furniture 
850	Street furniture
851	Casegoods
851	List of chairs
852	Sleeping or laying
852	Wooden furniture
852	Living room
853	Wooden furniture
854	Concrete furniture
854	Hutch
855	Sleeping or laying
855	Wooden furniture
855	Decorative arts
856	Bar furniture
857	Metal furniture
857	Aquarium furniture
858	Door furniture
858	Casegoods
858	Living room
859	Outdoor Furniture
859	Bamboo furniture
860	Storage
860	Street furniture
861	Wicker or rattan furniture
861	Aquarium furniture
862	Entertainment
862	Tables
862	Concrete furniture
863	Sleeping or laying
863	Street furniture
864	Entertainment
865	Sleeping or laying
866	Concrete furniture
867	Bar furniture
867	Hutch
867	Sword furniture
868	Storage
868	Wicker or rattan furniture
868	Glass furniture
869	Entertainment
869	Glass furniture
869	Bar furniture
870	Metal furniture
870	Childrens furniture
870	Wood finishing
871	Bamboo furniture
871	Stadium seating
872	Bedrooms
872	Occasional furniture
873	Bamboo furniture
873	Bar furniture
874	Bamboo furniture
874	Glass furniture
874	Bedrooms
875	Wooden furniture
875	Door furniture
876	Tables
876	Aquarium furniture
876	List of chairs
877	Sets
877	Living room
877	Occasional furniture
878	Wooden furniture
878	Park furniture 
878	Wood finishing
879	Storage
880	Wicker or rattan furniture
881	Wooden furniture
881	Couches and Sofas
881	Decorative arts
882	Bar furniture
882	Park furniture 
883	Tables
883	Storage
884	Bamboo furniture
884	Metal furniture
884	Sword furniture
885	Glass furniture
885	Park furniture 
886	Sleeping or laying
886	Decorative arts
887	Glass furniture
887	Door furniture
888	Park furniture 
888	Sword furniture
889	Casegoods
890	Sets
890	Street furniture
891	Wooden furniture
891	Metal furniture
891	Concrete furniture
892	Wicker or rattan furniture
892	Street furniture
893	Entertainment
894	Door furniture
895	Outdoor Furniture
895	Couches and Sofas
895	Hutch
896	Sets
896	Glass furniture
896	Sword furniture
897	Couches and Sofas
898	Outdoor Furniture
898	Door furniture
898	Hutch
899	Storage
899	Wooden furniture
899	Metal furniture
900	Living room
901	Street furniture
902	Metal furniture
902	Living room
903	Stadium seating
904	Tables
904	Bar furniture
905	Entertainment
906	Stadium seating
907	Entertainment
907	Wooden furniture
908	Outdoor Furniture
908	List of chairs
909	Park furniture 
909	Stadium seating
910	Bamboo furniture
911	Glass furniture
912	Glass furniture
912	Couches and Sofas
913	Tables
913	Stadium seating
914	Stadium seating
915	Wicker or rattan furniture
915	Glass furniture
916	Tables
916	Wicker or rattan furniture
916	Bar furniture
917	Aquarium furniture
918	Tables
918	Door furniture
919	Sets
919	Stadium seating
919	Casegoods
920	Storage
920	Door furniture
921	Metal furniture
921	Childrens furniture
922	Bedrooms
923	Sleeping or laying
923	Wooden furniture
924	Storage
925	Sword furniture
925	Casegoods
925	Wood finishing
926	Stadium seating
927	Street furniture
928	Sets
929	Outdoor Furniture
930	Metal furniture
931	Glass furniture
931	Concrete furniture
932	Wooden furniture
933	Tables
934	List of chairs
935	Childrens furniture
936	Bamboo furniture
936	Wicker or rattan furniture
936	Hutch
937	Concrete furniture
938	Entertainment
938	Street furniture
938	Bedrooms
939	Outdoor Furniture
939	Aquarium furniture
940	Door furniture
941	Street furniture
942	Couches and Sofas
943	Door furniture
944	Aquarium furniture
945	Outdoor Furniture
945	Living room
946	Sets
946	Street furniture
947	Wicker or rattan furniture
947	Hutch
947	Sword furniture
948	Casegoods
949	Sword furniture
949	Bedrooms
950	Wicker or rattan furniture
950	Street furniture
950	Bedrooms
951	Sets
951	Bedrooms
952	Couches and Sofas
952	Street furniture
953	Storage
954	Entertainment
954	Childrens furniture
955	Door furniture
955	Street furniture
956	Sleeping or laying
956	Entertainment
956	Park furniture 
957	Door furniture
958	Glass furniture
959	Stadium seating
959	Bedrooms
959	Living room
960	Concrete furniture
961	Sleeping or laying
961	Hutch
961	Street furniture
962	Living room
963	Sets
963	Wood finishing
964	Wicker or rattan furniture
965	Sword furniture
965	Casegoods
966	Storage
967	Wooden furniture
967	Aquarium furniture
968	Wicker or rattan furniture
968	Couches and Sofas
969	Outdoor Furniture
969	Sleeping or laying
969	Street furniture
970	Tables
971	Concrete furniture
971	Casegoods
972	Stadium seating
972	Casegoods
973	Couches and Sofas
973	Childrens furniture
973	Hutch
974	Storage
974	List of chairs
975	Couches and Sofas
975	Door furniture
976	Hutch
977	Decorative arts
978	Park furniture 
978	Street furniture
979	Entertainment
979	Casegoods
979	Decorative arts
980	Tables
980	Metal furniture
981	Entertainment
981	List of chairs
982	Sets
983	Sets
983	Park furniture 
984	Casegoods
985	Hutch
985	Decorative arts
985	Wood finishing
986	Storage
987	Tables
987	Stadium seating
987	Casegoods
988	Entertainment
988	Bar furniture
988	Park furniture 
989	Hutch
990	Casegoods
991	Sets
991	Street furniture
991	Casegoods
992	Outdoor Furniture
993	Door furniture
994	Entertainment
994	Concrete furniture
995	Bar furniture
995	Park furniture 
996	Storage
996	Stadium seating
996	Wood finishing
997	Wooden furniture
997	Door furniture
997	Sword furniture
998	Sets
998	Couches and Sofas
999	Door furniture
999	Casegoods
999	Wood finishing
1000	Childrens furniture
1001	Entertainment
1001	Childrens furniture
1001	Sword furniture
1002	Decorative arts
1003	Concrete furniture
1004	Childrens furniture
1005	Concrete furniture
1006	Wooden furniture
1006	Wood finishing
1007	Bamboo furniture
1007	Wood finishing
1008	Tables
1008	Living room
1009	Wood finishing
1010	Couches and Sofas
1010	Park furniture 
1011	Tables
1011	Wicker or rattan furniture
1011	Hutch
1012	Tables
1012	Stadium seating
1012	Wood finishing
1013	Entertainment
1013	Concrete furniture
1014	Concrete furniture
1015	Bamboo furniture
1015	Couches and Sofas
1015	Casegoods
1016	Sleeping or laying
1016	Bar furniture
1017	Sleeping or laying
1017	Metal furniture
1017	Stadium seating
1018	Street furniture
1019	Sleeping or laying
1019	Entertainment
1020	Concrete furniture
1021	Sets
1022	Bamboo furniture
1022	Childrens furniture
1022	Casegoods
1023	Sleeping or laying
1024	Storage
1024	Metal furniture
1025	Storage
1025	Childrens furniture
1025	Sword furniture
1026	Entertainment
1026	Living room
1027	Bamboo furniture
1027	List of chairs
1028	Sleeping or laying
1028	Tables
1029	Concrete furniture
1030	Sleeping or laying
1030	Park furniture 
1031	Storage
1031	Bar furniture
1032	Bar furniture
1033	Casegoods
1033	Living room
1033	List of chairs
1034	Metal furniture
1034	Glass furniture
1035	Wicker or rattan furniture
1035	Aquarium furniture
1035	Park furniture 
1036	Wicker or rattan furniture
1037	Childrens furniture
1038	Wooden furniture
1038	Childrens furniture
1039	Aquarium furniture
1040	Wicker or rattan furniture
1040	Park furniture 
1040	Occasional furniture
1041	Tables
1041	Bamboo furniture
1042	Sleeping or laying
1043	Wooden furniture
1043	List of chairs
1044	Wicker or rattan furniture
1044	Bar furniture
1045	Casegoods
1045	Occasional furniture
1046	Storage
1046	Metal furniture
1046	Park furniture 
1047	Stadium seating
1047	List of chairs
1048	Bamboo furniture
1048	List of chairs
1049	Tables
1049	Bedrooms
1050	Storage
1050	Bamboo furniture
1050	Metal furniture
1051	Wicker or rattan furniture
1052	Storage
1052	Hutch
1053	Couches and Sofas
1054	Park furniture 
1054	Decorative arts
1055	Stadium seating
1055	Sword furniture
1055	Living room
1056	Sword furniture
1057	Tables
1057	Hutch
1057	Bedrooms
1058	Door furniture
1058	Occasional furniture
1059	Casegoods
1060	Sets
1060	Metal furniture
1061	Entertainment
1062	Outdoor Furniture
1063	Sleeping or laying
1063	Bar furniture
1064	Storage
1064	List of chairs
1065	Door furniture
1066	Storage
1066	Couches and Sofas
1066	Decorative arts
1067	Glass furniture
1068	Sword furniture
1069	Metal furniture
1069	List of chairs
1070	Glass furniture
1070	Couches and Sofas
1070	Wood finishing
1071	Storage
1071	Bar furniture
1072	Glass furniture
1073	List of chairs
1074	Bamboo furniture
1074	Door furniture
1074	Living room
1075	Tables
1075	Door furniture
1075	Sword furniture
1076	Metal furniture
1076	Childrens furniture
1076	Wood finishing
1077	Concrete furniture
1078	Decorative arts
1079	Stadium seating
1080	Outdoor Furniture
1080	List of chairs
1081	Hutch
1081	List of chairs
1082	Couches and Sofas
1082	Aquarium furniture
1083	Tables
1083	Couches and Sofas
1083	Door furniture
1084	Wicker or rattan furniture
1085	Wood finishing
1086	Storage
1086	Stadium seating
1086	Sword furniture
1087	Outdoor Furniture
1088	Decorative arts
1089	Sword furniture
1089	Casegoods
1090	Concrete furniture
1090	Living room
1091	Stadium seating
1092	Street furniture
1092	Wood finishing
1093	Casegoods
1093	Decorative arts
1094	Street furniture
1095	Entertainment
1095	List of chairs
1096	Living room
1097	Bamboo furniture
1097	Bedrooms
1097	Wood finishing
1098	Hutch
1099	Wooden furniture
1099	Door furniture
1099	Park furniture 
1100	Glass furniture
1100	Park furniture 
1101	Couches and Sofas
1101	Childrens furniture
1101	Door furniture
1102	Sleeping or laying
1102	Bedrooms
1103	Wicker or rattan furniture
1103	Aquarium furniture
1104	Park furniture 
1104	Living room
1105	Stadium seating
1106	Glass furniture
1107	Couches and Sofas
1107	Door furniture
1108	Living room
1109	Glass furniture
1109	Bedrooms
1110	Couches and Sofas
1111	Sleeping or laying
1111	Storage
1111	Stadium seating
1112	Concrete furniture
1112	Decorative arts
1113	Couches and Sofas
1113	Casegoods
1114	Bar furniture
1114	Living room
1115	Storage
1115	Sword furniture
1116	Storage
1116	Living room
1117	Metal furniture
1117	List of chairs
1118	Couches and Sofas
1119	Door furniture
1120	Stadium seating
1121	Wooden furniture
1121	Aquarium furniture
1122	Couches and Sofas
1122	Park furniture 
1122	Wood finishing
1123	Wooden furniture
1123	Decorative arts
1124	Entertainment
1124	Sets
1124	Wicker or rattan furniture
1125	Couches and Sofas
1125	Wood finishing
1126	Occasional furniture
1127	Hutch
1127	Sword furniture
1127	Wood finishing
1128	Wicker or rattan furniture
1128	Door furniture
1129	Metal furniture
1129	Concrete furniture
1130	Entertainment
1130	Living room
1131	Living room
1132	Bamboo furniture
1132	Bar furniture
1132	Street furniture
1133	Aquarium furniture
1133	Sword furniture
1133	Bedrooms
1134	Bar furniture
1134	Hutch
1135	Storage
1135	Childrens furniture
1135	Door furniture
1136	Concrete furniture
1136	Door furniture
1137	Sets
1138	Outdoor Furniture
1138	Sleeping or laying
1138	Concrete furniture
1139	Sword furniture
1140	Wicker or rattan furniture
1141	Decorative arts
1142	Sleeping or laying
1142	Bamboo furniture
1142	Decorative arts
1143	Outdoor Furniture
1143	Park furniture 
1143	Sword furniture
1144	Tables
1144	Storage
1145	Concrete furniture
1145	Hutch
1146	Wooden furniture
1146	Concrete furniture
1146	Stadium seating
1147	Aquarium furniture
1148	Childrens furniture
1149	Bamboo furniture
1149	Metal furniture
1149	Stadium seating
1150	Sleeping or laying
1150	Storage
1150	Couches and Sofas
1151	Aquarium furniture
1151	List of chairs
1151	Occasional furniture
1152	Door furniture
1152	Occasional furniture
1153	Wooden furniture
1153	Childrens furniture
1153	Hutch
1154	Childrens furniture
1154	Door furniture
1155	Sword furniture
1156	Stadium seating
1157	Street furniture
1158	Bar furniture
1158	Living room
1159	Entertainment
1159	Sets
1160	Decorative arts
1161	Stadium seating
1161	Decorative arts
1162	Casegoods
1163	Concrete furniture
1163	Living room
1163	Occasional furniture
1164	Bamboo furniture
1164	Casegoods
1164	Living room
1165	Outdoor Furniture
1165	Glass furniture
1165	Couches and Sofas
1166	Storage
1167	Tables
1167	Wooden furniture
1167	Bar furniture
1168	Sword furniture
1168	Casegoods
1168	Occasional furniture
1169	Stadium seating
1169	Street furniture
1170	Wood finishing
1171	Bamboo furniture
1172	Metal furniture
1172	Wood finishing
1173	Childrens furniture
1174	Concrete furniture
1174	Aquarium furniture
1174	Bedrooms
1175	Metal furniture
1175	Bedrooms
1175	List of chairs
1176	Wooden furniture
1176	Bamboo furniture
1176	Door furniture
1177	Glass furniture
1178	Bar furniture
1179	Metal furniture
1180	Entertainment
1180	Bamboo furniture
1180	Bar furniture
1181	Metal furniture
1181	Park furniture 
1182	Sleeping or laying
1182	Bedrooms
1183	Wooden furniture
1183	Stadium seating
1184	Outdoor Furniture
